성별,연령대,기간,카테고리,브랜드명,상품명,정상가,할인가,할인율(%),상품URL,이미지URL
여성,19세이하,1주,전체,뉴발란스,NBNPF4W032 / WOMEN 액티브 숏 다운 (GLOSSY BROWN),299000,299000,0,https://www.musinsa.com/products/5493920,https://image.msscdn.net/thumbnails/images/goods_img/20250919/5493920/5493920_17635151010411_500.jpg?w=780
여성,19세이하,1주,전체,디스커버리 익스페디션,여성 올리브 글로우 다운 숏패딩 (BEIGE2),299000,299000,0,https://www.musinsa.com/products/5377022,https://image.msscdn.net/thumbnails/images/goods_img/20250829/5377022/5377022_17564288109229_500.jpg?w=780
여성,19세이하,1주,전체,시그니처,트위스트 커브드 코튼 팬츠[블랙],53000,34900,34,https://www.musinsa.com/products/5313497,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5313497/5313497_17564381763298_500.jpg?w=780
여성,19세이하,1주,전체,빈폴 액세서리,블리 낱장 카드지갑 - 아이보리,59000,39700,33,https://www.musinsa.com/products/4718099,https://image.msscdn.net/thumbnails/images/goods_img/20250114/4718099/4718099_17404538357484_500.jpg?w=780
여성,19세이하,1주,전체,9999아카이브,Linking Flower Jacquard Beanie,39000,31200,20,https://www.musinsa.com/products/5114638,https://image.msscdn.net/thumbnails/images/goods_img/20250515/5114638/5114638_17484130000178_500.jpg?w=780
여성,19세이하,1주,전체,트릴리온,유니섹스 발마칸 더플 숏 코트 (BEIGE),129000,99000,23,https://www.musinsa.com/products/2862908,https://image.msscdn.net/thumbnails/images/goods_img/20221014/2862908/2862908_1_500.jpg?w=780
여성,19세이하,1주,전체,고스트리퍼블릭,커브드 사이드 핀턱 벌룬 스웨트팬츠 GLP-650_백염,57000,36900,35,https://www.musinsa.com/products/5308540,https://image.msscdn.net/thumbnails/images/goods_img/20250811/5308540/5308540_17560977963677_500.jpg?w=780
여성,19세이하,1주,전체,팔렛,오버사이즈 스토리 로고 머플러 - 8 Color,43000,25800,40,https://www.musinsa.com/products/2792347,https://image.msscdn.net/thumbnails/images/goods_img/20220914/2792347/2792347_17633464220385_500.jpg?w=780
여성,19세이하,1주,전체,플레이스 스튜디오,양털 하이넥 시어링 스웨이드 오버핏 무스탕 하프 자켓 [브라운],83000,58900,29,https://www.musinsa.com/products/5635763,https://image.msscdn.net/thumbnails/images/goods_img/20251023/5635763/5635763_17618022706660_500.jpg?w=780
여성,19세이하,1주,전체,벤힛,MRT 체크 아플리케 후드티_모카무스,65000,49800,23,https://www.musinsa.com/products/5332216,https://image.msscdn.net/thumbnails/images/goods_img/20250818/5332216/5332216_17564505914264_500.jpg?w=780
여성,19세이하,1개월,전체,필루미네이트,오버핏 심볼 로고 후드 패딩-블랙,89000,69900,21,https://www.musinsa.com/products/3616470,https://image.msscdn.net/thumbnails/images/goods_img/20231011/3616470/3616470_17156627056756_500.jpg?w=780
여성,19세이하,1개월,전체,엠엘비,플러시 미야옹 비니 NY (Black),43000,43000,0,https://www.musinsa.com/products/5481027,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5481027/5481027_17611981333542_500.jpg?w=780
여성,19세이하,1개월,전체,엔피스튜디오,슈퍼 노바 로고 오버핏 후드 티셔츠 그레이 [논기모 OR 기모 선택],89000,39900,55,https://www.musinsa.com/products/4428111,https://image.msscdn.net/thumbnails/images/goods_img/20240910/4428111/4428111_17642210503633_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드,라이트웨이트 크루 삭스 7팩 [화이트],19900,18990,5,https://www.musinsa.com/products/991339,https://image.msscdn.net/thumbnails/images/goods_img/20190322/991339/991339_17138316859815_500.jpg?w=780
여성,19세이하,1개월,전체,마리떼 프랑소와 저버,CLASSIC LOGO DOWN JACKET black,269000,242100,10,https://www.musinsa.com/products/5488832,https://image.msscdn.net/thumbnails/images/goods_img/20250918/5488832/5488832_17606811204975_500.jpg?w=780
여성,19세이하,1개월,전체,도프제이슨,솔리드 무톤 자켓,199000,139000,30,https://www.musinsa.com/products/452483,https://image.msscdn.net/thumbnails/images/goods_img/20161123/452483/452483_2_500.jpg?w=780
여성,19세이하,1개월,전체,디키즈,루즈핏 빅로고 긴소매 White,69000,51700,25,https://www.musinsa.com/products/4439881,https://image.msscdn.net/thumbnails/images/goods_img/20240913/4439881/4439881_17326933699951_500.jpg?w=780
여성,19세이하,1개월,전체,무센트,시그니처 볼캡 (14컬러),49900,33900,32,https://www.musinsa.com/products/3232889,https://image.msscdn.net/thumbnails/images/goods_img/20230413/3232889/3232889_16940492864390_500.jpg?w=780
여성,19세이하,1개월,전체,리트리버클럽,TOMBOY DOG RAW DENIM [RAW INDIGO],69000,41400,40,https://www.musinsa.com/products/3826875,https://image.msscdn.net/thumbnails/images/goods_img/20240126/3826875/3826875_17403767189600_500.jpg?w=780
여성,19세이하,1개월,전체,에이카화이트,AECA RIBSTOP PADDING JUMPER-GREY,169000,135200,20,https://www.musinsa.com/products/4280078,https://image.msscdn.net/thumbnails/images/goods_img/20240729/4280078/4280078_17259603516969_500.jpg?w=780
여성,19세이하,1개월,전체,우알롱,Signature relax wide pants (2colors),79000,63200,20,https://www.musinsa.com/products/4152295,https://image.msscdn.net/thumbnails/images/goods_img/20240523/4152295/4152295_17610975532275_500.jpg?w=780
여성,19세이하,1개월,전체,디스이즈네버댓,T-Logo Hoodie Black,109000,87200,20,https://www.musinsa.com/products/5438118,https://image.msscdn.net/thumbnails/images/goods_img/20250910/5438118/5438118_17575535495917_500.jpg?w=780
여성,19세이하,1개월,전체,헬레네파리스,피그먼트 부츠컷 카고 팬츠 [블랙],74000,59200,20,https://www.musinsa.com/products/5078664,https://image.msscdn.net/thumbnails/images/goods_img/20250429/5078664/5078664_17468643375282_500.jpg?w=780
여성,19세이하,1개월,전체,엘엠씨,WM OG CROP PUFFER DUCK DOWN PARKA black,249000,199200,20,https://www.musinsa.com/products/5566079,https://image.msscdn.net/thumbnails/images/goods_img/20251002/5566079/5566079_17603426515065_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드 우먼,우먼즈 샤기 플리스 집업 재킷 [아이보리],29900,26910,10,https://www.musinsa.com/products/1180677,https://image.msscdn.net/thumbnails/images/goods_img/20191008/1180677/1180677_1_500.jpg?w=780
여성,19세이하,1개월,전체,브라운브레스,TAG OG CREWNECK - BLACK,69000,69000,0,https://www.musinsa.com/products/3444706,https://image.msscdn.net/thumbnails/images/goods_img/20230804/3444706/3444706_17231911605372_500.jpg?w=780
여성,19세이하,1개월,전체,레더리,레글런 트랙 니트 집업 [5COLOR],74000,49800,33,https://www.musinsa.com/products/4346438,https://image.msscdn.net/thumbnails/images/goods_img/20240820/4346438/4346438_17633573397137_500.jpg?w=780
여성,19세이하,1개월,전체,그레이버,[UNISEX]DOT CROSS 자수 트레이닝 핀턱 와이드 팬츠_2color,55000,33000,40,https://www.musinsa.com/products/5618899,https://image.msscdn.net/thumbnails/images/goods_img/20251021/5618899/5618899_17610217818403_500.jpg?w=780
여성,19세이하,1개월,전체,가까이 유니언즈,라운더리 스타 후드 티 버건디,67000,46900,30,https://www.musinsa.com/products/4585996,https://image.msscdn.net/thumbnails/images/goods_img/20241104/4585996/4585996_17307073137354_500.jpg?w=780
여성,19세이하,1개월,전체,토니로렌스,베이직 니트 머플러 차콜,23000,20700,10,https://www.musinsa.com/products/2896278,https://image.msscdn.net/thumbnails/images/goods_img/20221026/2896278/2896278_17310236685789_500.jpg?w=780
여성,19세이하,1개월,전체,에프씨엠엠,클럽 팀 풋볼 벤치 롱 패딩 4color,169000,109000,36,https://www.musinsa.com/products/920520,https://image.msscdn.net/thumbnails/images/goods_img/20181212/920520/920520_17588685279951_500.jpg?w=780
여성,19세이하,1개월,전체,커버낫 우먼,우먼 에딘 울 더플코트 (3Color),349000,279200,20,https://www.musinsa.com/products/5559504,https://image.msscdn.net/thumbnails/images/goods_img/20251001/5559504/5559504_17606839816824_500.jpg?w=780
여성,19세이하,1개월,전체,노티카,세일링 후디드 다운 자켓 NDW1085,179000,143200,20,https://www.musinsa.com/products/5301746,https://image.msscdn.net/thumbnails/images/goods_img/20250807/5301746/5301746_17639588187927_500.jpg?w=780
여성,19세이하,1개월,전체,아이필블루씨에스엠,Ifeelbluecsm Hoodie Light Grey,99000,59000,40,https://www.musinsa.com/products/3907158,https://image.msscdn.net/thumbnails/images/goods_img/20240227/3907158/3907158_17090353346524_500.jpg?w=780
여성,19세이하,1개월,전체,플레이스 스튜디오,투밸트 로우라이즈 탈부착 플리츠 더블 레이어드 미디스커트[블랙],49000,36600,25,https://www.musinsa.com/products/4800538,https://image.msscdn.net/thumbnails/images/goods_img/20250218/4800538/4800538_17524547855251_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드 우먼,우먼즈 데일리 푸퍼 숏 패딩 재킷 [블랙],69900,55890,20,https://www.musinsa.com/products/3422194,https://image.msscdn.net/thumbnails/images/goods_img/20230724/3422194/3422194_17631114230155_500.jpg?w=780
여성,19세이하,1개월,전체,세터,테오 코튼 올 데이 후드 집업 멜란지 그레이,149000,134100,10,https://www.musinsa.com/products/2718413,https://image.msscdn.net/thumbnails/images/goods_img/20220816/2718413/2718413_17241608813972_500.jpg?w=780
여성,19세이하,1개월,전체,나이키,스포츠웨어 윈드푸퍼 써마 핏 후드 패딩 W - 블랙:세일 / HV5106-010,239000,239000,0,https://www.musinsa.com/products/5590696,https://image.msscdn.net/thumbnails/images/goods_img/20251014/5590696/5590696_17606683797506_500.jpg?w=780
여성,19세이하,1개월,전체,침착맨,[침착맨x한교동] 음성 인형,21000,21000,0,https://www.musinsa.com/products/5645325,https://image.msscdn.net/thumbnails/images/goods_img/20251027/5645325/5645325_17624907303161_500.jpg?w=780
여성,19세이하,1개월,전체,밈더워드로브,헬로 월드 LOVE 후드티_블랙,85000,68000,20,https://www.musinsa.com/products/4307041,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4307041/4307041_17545349462796_500.jpg?w=780
여성,19세이하,1개월,전체,플레이스 스튜디오,자수 골지 세미크롭 사이드 버튼 후드 롱 슬림 긴팔 티셔츠 _ 3COLOR,42000,31000,26,https://www.musinsa.com/products/5328890,https://image.msscdn.net/thumbnails/images/goods_img/20250818/5328890/5328890_17605792858281_500.jpg?w=780
여성,19세이하,1개월,전체,무센트,뮤트 미니 백팩 (5컬러),83000,49900,40,https://www.musinsa.com/products/4271270,https://image.msscdn.net/thumbnails/images/goods_img/20240724/4271270/4271270_17241240796368_500.jpg?w=780
여성,19세이하,1개월,전체,노스페이스,NJ1DR95D 여성 1996 레트로 눕시 자켓 BEIGE BROWN,419000,419000,5,https://www.musinsa.com/products/5403023,https://image.msscdn.net/thumbnails/images/goods_img/20250904/5403023/5403023_17569649940067_500.jpg?w=780
여성,19세이하,1개월,전체,마틴콕스,Auris Card Wallet - Black,55900,49500,11,https://www.musinsa.com/products/4668869,https://image.msscdn.net/thumbnails/images/goods_img/20241217/4668869/4668869_17343642073900_500.jpg?w=780
여성,19세이하,1개월,전체,무센트,미카 양털 안감 후리스 플리스 자켓,99900,74990,25,https://www.musinsa.com/products/4304910,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4304910/4304910_17230144818717_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드 우먼,우먼즈 울 블렌드 오버사이즈 더플 코트 [토프],179900,179900,0,https://www.musinsa.com/products/5151451,https://image.msscdn.net/thumbnails/images/goods_img/20250528/5151451/5151451_17585916269138_500.jpg?w=780
여성,19세이하,1개월,전체,필루미네이트,오버핏 그래피티 로고 후디-오트밀,64000,25900,60,https://www.musinsa.com/products/3026606,https://image.msscdn.net/thumbnails/images/goods_img/20230116/3026606/3026606_16740279087820_500.jpg?w=780
여성,19세이하,1개월,전체,노스페이스,NS85R69A 눕시 EX 뮬 BLACK,89000,80100,10,https://www.musinsa.com/products/5715304,https://image.msscdn.net/thumbnails/images/goods_img/20251111/5715304/5715304_17628448794662_500.jpg?w=780
여성,19세이하,1개월,전체,배드블러드,바이퍼31-1 라이트웨이트 후드 푸퍼 - 블랙,249000,211650,15,https://www.musinsa.com/products/5424792,https://image.msscdn.net/thumbnails/images/goods_img/20250909/5424792/5424792_17576544265890_500.jpg?w=780
여성,19세이하,1개월,전체,디스이즈네버댓,T-Logo LT Hoodie Olive,105000,84000,20,https://www.musinsa.com/products/5350035,https://image.msscdn.net/thumbnails/images/goods_img/20250821/5350035/5350035_17562602205996_500.jpg?w=780
여성,19세이하,1개월,전체,디스이즈네버댓,T-Logo LT Hoodie Dark Mocha,105000,84000,20,https://www.musinsa.com/products/4813637,https://image.msscdn.net/thumbnails/images/goods_img/20250220/4813637/4813637_17400441184109_500.jpg?w=780
여성,19세이하,1개월,전체,푸마,스피드캣 OG - 뉴네이비:웜화이트 / 398846-38,139000,124990,10,https://www.musinsa.com/products/5179819,https://image.msscdn.net/thumbnails/images/goods_img/20250612/5179819/5179819_17502351719083_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드 스포츠,아이언 라이트 다운 자켓 (5color),149900,127390,15,https://www.musinsa.com/products/4306408,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4306408/4306408_17630123534969_500.jpg?w=780
여성,19세이하,1개월,전체,킴스 프레시 코튼 마켓,Messy Camo App Hoodie Black,98000,56000,43,https://www.musinsa.com/products/5655472,https://image.msscdn.net/thumbnails/images/goods_img/20251028/5655472/5655472_17635993016608_500.jpg?w=780
여성,19세이하,1개월,전체,파넬,"시카마누 세럼쿠션 15g  SPF45, PA++ (본품+리필)",55000,32990,40,https://www.musinsa.com/products/5625627,https://image.msscdn.net/thumbnails/images/goods_img/20251022/5625627/5625627_17629393273610_500.jpg?w=780
여성,19세이하,1개월,전체,이스트쿤스트,ATTUNE HOODIE_4COLOR(IK2FFMM404A),79000,51350,35,https://www.musinsa.com/products/5332443,https://image.msscdn.net/thumbnails/images/goods_img/20250818/5332443/5332443_17622315760930_500.jpg?w=780
여성,19세이하,1개월,전체,디퍼슈,쿠바 스니커즈 7CM [블랙],96900,96900,0,https://www.musinsa.com/products/5041480,https://image.msscdn.net/thumbnails/images/goods_img/20250417/5041480/5041480_17488725636506_500.png?w=780
여성,19세이하,1개월,전체,꼼파뇨,캣 스티치 레글런 피그먼트 맨투맨 고스트그레이,76000,45600,40,https://www.musinsa.com/products/5555157,https://image.msscdn.net/thumbnails/images/goods_img/20250930/5555157/5555157_17592806978863_500.jpg?w=780
여성,19세이하,1개월,전체,무센트,노르망 뽀글 양털 후리스 플리스 집업 남녀공용 (2컬러),99900,69900,30,https://www.musinsa.com/products/4518011,https://image.msscdn.net/thumbnails/images/goods_img/20241015/4518011/4518011_17289597034340_500.jpg?w=780
여성,19세이하,1개월,전체,1989스탠다드,BASIC LOGO 후드 (STHSTD-0006),66500,26990,59,https://www.musinsa.com/products/2990504,https://image.msscdn.net/thumbnails/images/goods_img/20221220/2990504/2990504_16947562921813_500.jpg?w=780
여성,19세이하,1개월,전체,아디다스,3S 레귤러 긴팔 티 - 화이트 / JC5776,55000,48990,11,https://www.musinsa.com/products/4772097,https://image.msscdn.net/thumbnails/images/goods_img/20250210/4772097/4772097_17392639091114_500.jpg?w=780
여성,19세이하,1개월,전체,토리든,[2종세트] 다이브인 저분자 히알루론산 세럼 70ml+40ml (+수딩크림 20ml+토너 50ml),52000,49400,5,https://www.musinsa.com/products/4265842,https://image.msscdn.net/thumbnails/images/goods_img/20240722/4265842/4265842_17634472081885_500.jpg?w=780
여성,19세이하,1개월,전체,무드인사이드,노먼 브러쉬 노르딕 니트_6Color,79900,45900,43,https://www.musinsa.com/products/4694638,https://image.msscdn.net/thumbnails/images/goods_img/20250102/4694638/4694638_17636002404524_500.jpg?w=780
여성,19세이하,1개월,전체,락피쉬웨더웨어,ORIGINAL WINTER BOOTS SHORT(6inch) - 8 colors,110000,83600,24,https://www.musinsa.com/products/4457147,https://image.msscdn.net/thumbnails/images/goods_img/20240924/4457147/4457147_17589087147535_500.png?w=780
여성,19세이하,1개월,전체,트릴리온,유니섹스 발마칸 더플 롱 코트 (BLACK),149000,99000,34,https://www.musinsa.com/products/2863193,https://image.msscdn.net/thumbnails/images/goods_img/20221014/2863193/2863193_1_500.jpg?w=780
여성,19세이하,1개월,전체,팬시클럽,루스리스 퍼 후드집업 (BLACK) F25ZA005,129000,90300,30,https://www.musinsa.com/products/5322224,https://image.msscdn.net/thumbnails/images/goods_img/20250813/5322224/5322224_17587060004059_500.jpg?w=780
여성,19세이하,1개월,전체,아디다스,베켄바우어 트랙탑 - 블랙:화이트 / HZ3743,105000,83990,20,https://www.musinsa.com/products/5200530,https://image.msscdn.net/thumbnails/images/goods_img/20250623/5200530/5200530_17507447516406_500.jpg?w=780
여성,19세이하,1개월,전체,보다나,글램웨이브 봉고데기 36mm 스트로베리크림,92900,83000,11,https://www.musinsa.com/products/4530992,https://image.msscdn.net/thumbnails/images/goods_img/20241017/4530992/4530992_17421922756694_500.png?w=780
여성,19세이하,1개월,전체,노스페이스,NJ3NR80D 여성 눕시 온볼 자켓 GRAYISH PINK,269000,269000,5,https://www.musinsa.com/products/5373186,https://image.msscdn.net/thumbnails/images/goods_img/20250828/5373186/5373186_17563550304979_500.jpg?w=780
여성,19세이하,1개월,전체,코데즈컴바인 이너웨어,톤온톤 컬러밴딩 노와이어 브라팬티세트 - 4Colors,57600,35000,39,https://www.musinsa.com/products/4512577,https://image.msscdn.net/thumbnails/images/goods_img/20241014/4512577/4512577_17527296030270_500.jpg?w=780
여성,19세이하,1개월,전체,러브이즈트루,GT FUR UNBALANCE HOOD ZIP UP(BLACK),199000,150000,25,https://www.musinsa.com/products/5284255,https://image.msscdn.net/thumbnails/images/goods_img/20250731/5284255/5284255_17539442093003_500.jpg?w=780
여성,19세이하,1개월,전체,디스이즈네버댓,T-Logo L/S Tee White,65000,52000,20,https://www.musinsa.com/products/4735354,https://image.msscdn.net/thumbnails/images/goods_img/20250122/4735354/4735354_17386549593809_500.jpg?w=780
여성,19세이하,1개월,전체,그루브라임,"[2PACK] 유니)C/P기모쭈리 - LOCATION 맨투맨(세미오버핏)(15COLOR)[LRAWCTM704M/712M, 304M, GMT501H43]",118000,24600,79,https://www.musinsa.com/products/1208839,https://image.msscdn.net/thumbnails/images/goods_img/20191031/1208839/1208839_17170444397110_500.jpg?w=780
여성,19세이하,1개월,전체,아디다스,BB 트랙탑 - 크림화이트 / KC3335,139000,117990,15,https://www.musinsa.com/products/5329564,https://image.msscdn.net/thumbnails/images/goods_img/20250818/5329564/5329564_17587641173048_500.jpg?w=780
여성,19세이하,1개월,전체,지프,2WAY 레트로 마운틴 1941 셰르파 플리스 집업 (JR5TZU195BR),159000,94990,40,https://www.musinsa.com/products/5355276,https://image.msscdn.net/thumbnails/images/goods_img/20250822/5355276/5355276_17592764173055_500.jpg?w=780
여성,19세이하,1개월,전체,오에스티,[SET] 오에스티 심플 웨이브 커플링 세트(ORM3A603QW/ORW3A603QW),99000,79800,19,https://www.musinsa.com/products/4669078,https://image.msscdn.net/thumbnails/images/goods_img/20241217/4669078/4669078_17343999209773_500.jpg?w=780
여성,19세이하,1개월,전체,게인스보로,아플리케 스타로고 후드티 5COLOR,62000,39900,36,https://www.musinsa.com/products/4631308,https://image.msscdn.net/thumbnails/images/goods_img/20241122/4631308/4631308_17322366489233_500.jpg?w=780
여성,19세이하,1개월,전체,코드그라피,[기모 Ver.] CGP 아치 로고 후드티_라이트그레이,59000,50150,15,https://www.musinsa.com/products/3030274,https://image.msscdn.net/thumbnails/images/goods_img/20230118/3030274/3030274_17364840705263_500.jpg?w=780
여성,19세이하,1개월,전체,밈더워드로브,헬로 월드 LOVE 후드티_카모,85000,68000,20,https://www.musinsa.com/products/4804544,https://image.msscdn.net/thumbnails/images/goods_img/20250219/4804544/4804544_17545350208896_500.jpg?w=780
여성,19세이하,1개월,전체,카비시,LIGHT WEIGHT DOWN JACKET 4colors (CV2EWUB901A),239000,167300,30,https://www.musinsa.com/products/5480438,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5480438/5480438_17591133534060_500.jpg?w=780
여성,19세이하,1개월,전체,나스,블러쉬,49000,44100,10,https://www.musinsa.com/products/4139759,https://image.msscdn.net/thumbnails/images/goods_img/20240520/4139759/4139759_17555024486892_500.jpg?w=780
여성,19세이하,1개월,전체,러브이즈트루,IM POCKET TRANING PANTS(2COLOR),93000,59990,35,https://www.musinsa.com/products/4723172,https://image.msscdn.net/thumbnails/images/goods_img/20250115/4723172/4723172_17369330727182_500.jpg?w=780
여성,19세이하,1개월,전체,에이이에이이,STELLA FLEECE ZIP UP HOODIE [GREY],139000,118150,15,https://www.musinsa.com/products/5453377,https://image.msscdn.net/thumbnails/images/goods_img/20250912/5453377/5453377_17585027979186_500.jpg?w=780
여성,19세이하,1개월,전체,앵브록스,cotton candy muffler_4 colors,38000,28500,25,https://www.musinsa.com/products/4215463,https://image.msscdn.net/thumbnails/images/goods_img/20240624/4215463/4215463_17576442396616_500.jpg?w=780
여성,19세이하,1개월,전체,슬릭글로우,스몰 로고 사이드 버튼 셔링 후드 탑[그레이],75900,43000,43,https://www.musinsa.com/products/5410578,https://image.msscdn.net/thumbnails/images/goods_img/20250905/5410578/5410578_17582803247687_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드 우먼,우먼즈 후디드 숏 패딩 재킷 [아이보리],109900,76930,30,https://www.musinsa.com/products/4223502,https://image.msscdn.net/thumbnails/images/goods_img/20240628/4223502/4223502_17314781811165_500.jpg?w=780
여성,19세이하,1개월,전체,필루미네이트,데미지 워시드 데님 팬츠-블랙,53000,34900,34,https://www.musinsa.com/products/3791990,https://image.msscdn.net/thumbnails/images/goods_img/20240112/3791990/3791990_17249823197140_500.jpg?w=780
여성,19세이하,1개월,전체,누아트 스튜디오,에토 클래식 스웨이드 퍼 미드 부츠_4colors,59000,27900,53,https://www.musinsa.com/products/5612086,https://image.msscdn.net/thumbnails/images/goods_img/20251020/5612086/5612086_17621343468871_500.jpg?w=780
여성,19세이하,1개월,전체,스켈리웩,로고 아플리케 스웨트 팬츠[차콜],69900,37900,46,https://www.musinsa.com/products/4795079,https://image.msscdn.net/thumbnails/images/goods_img/20250217/4795079/4795079_17406446274824_500.jpg?w=780
여성,19세이하,1개월,전체,달바,달바 화이트 트러플 퍼스트 스프레이 세럼 100ml+100ml,59800,39900,33,https://www.musinsa.com/products/5709593,https://image.msscdn.net/thumbnails/images/goods_img/20251110/5709593/5709593_17628369015265_500.png?w=780
여성,19세이하,1개월,전체,탄산마그네슘,자카드 엘 캐피탄 비니 네이비,42000,39900,5,https://www.musinsa.com/products/5162982,https://image.msscdn.net/thumbnails/images/goods_img/20250602/5162982/5162982_17502340265280_500.jpg?w=780
여성,19세이하,1개월,전체,무신사 스탠다드 우먼,우먼즈 다운 푸퍼 숏 패딩 재킷 [블랙],109900,109900,0,https://www.musinsa.com/products/1635338,https://image.msscdn.net/thumbnails/images/goods_img/20201006/1635338/1635338_17616142738572_500.jpg?w=780
여성,19세이하,1개월,전체,르꼬끄,노바 숏다운 매트 블랙(QP423FDJO1),259000,181300,30,https://www.musinsa.com/products/4475264,https://image.msscdn.net/thumbnails/images/goods_img/20240930/4475264/4475264_17424382407434_500.jpg?w=780
여성,19세이하,1개월,전체,애즈온,VANT CARD WALLET,48000,48000,0,https://www.musinsa.com/products/5435537,https://image.msscdn.net/thumbnails/images/goods_img/20250910/5435537/5435537_17574979346280_500.jpg?w=780
여성,19세이하,1개월,전체,다크문,드셀리스 바시티 자켓,95900,95900,0,https://www.musinsa.com/products/5758405,https://image.msscdn.net/thumbnails/images/goods_img/20251120/5758405/5758405_17639712991924_500.jpg?w=780
여성,19세이하,1개월,전체,토니로렌스,베이직 니트 머플러 로얄 블루,23000,20700,10,https://www.musinsa.com/products/2896280,https://image.msscdn.net/thumbnails/images/goods_img/20221026/2896280/2896280_17310236448421_500.jpg?w=780
여성,19세이하,1개월,전체,드로우핏 우먼,[드로우핏우먼 X 알로하] 펜스 노르딕 풀오버 니트 [IVORY],84000,75600,10,https://www.musinsa.com/products/5520026,https://image.msscdn.net/thumbnails/images/goods_img/20250924/5520026/5520026_17600672823576_500.jpg?w=780
여성,19세이하,1개월,전체,마뗑킴,SIDE ZIPPER TWO WAY BAG IN BLACK,138000,138000,0,https://www.musinsa.com/products/4819572,https://image.msscdn.net/thumbnails/images/goods_img/20250223/4819572/4819572_17402375116110_500.jpg?w=780
여성,19세이하,1개월,전체,카시오,A-158WA-1UWDF,46000,46000,0,https://www.musinsa.com/products/1880626,https://image.msscdn.net/thumbnails/images/goods_img/20210405/1880626/1880626_1_500.jpg?w=780
여성,19세이하,1개월,전체,이알티알,[ERTR X 니들]Leather Applique Hoodie Zip Up (grey),139000,118150,15,https://www.musinsa.com/products/5630759,https://image.msscdn.net/thumbnails/images/goods_img/20251022/5630759/5630759_17611257755189_500.png?w=780
여성,19세이하,1개월,전체,어반디타입,어반스텔라 스웻 후드_4color,69000,39900,42,https://www.musinsa.com/products/5281170,https://image.msscdn.net/thumbnails/images/goods_img/20250730/5281170/5281170_17581759910337_500.jpg?w=780
여성,19세이하,1개월,전체,포더핏,[기모 OR 일반] 사이드 핀턱 스웨트 와이드 팬츠_블랙,46900,35900,23,https://www.musinsa.com/products/4934201,https://image.msscdn.net/thumbnails/images/goods_img/20250324/4934201/4934201_17509223695687_500.jpg?w=780
여성,19세이하,1개월,전체,러닝하이,레터링 슬림 L/S 티 [그린],42000,33600,20,https://www.musinsa.com/products/4378623,https://image.msscdn.net/thumbnails/images/goods_img/20240828/4378623/4378623_17253546046193_500.jpg?w=780
여성,19세이하,1개월,전체,아디다스,새틴 와이드 레그 트랙 팬츠 - 나이트인디고 / JD0881,99000,88990,10,https://www.musinsa.com/products/5364784,https://image.msscdn.net/thumbnails/images/goods_img/20250826/5364784/5364784_17562564398610_500.jpg?w=780
여성,19세이하,1개월,전체,레더리,노르딕 니트 집업 [4COLOR],96000,76800,20,https://www.musinsa.com/products/4498653,https://image.msscdn.net/thumbnails/images/goods_img/20241008/4498653/4498653_17612678816878_500.jpg?w=780
여성,19세이하,1개월,전체,나이키,코르테즈 W - 화이트:블랙 / DN1791-107,119000,101150,15,https://www.musinsa.com/products/4187882,https://image.msscdn.net/thumbnails/images/goods_img/20240611/4187882/4187882_17207612439940_500.jpg?w=780
여성,19세이하,1개월,전체,타미진스,릴랙스 푸퍼 다운 점퍼 (T32F7QJC25TWL1YBH),299000,209300,30,https://www.musinsa.com/products/5633247,https://image.msscdn.net/thumbnails/images/goods_img/20251023/5633247/5633247_17611890654663_500.jpg?w=780
여성,19세이하,1개월,전체,엑스톤즈,XP307 헤리티지 이지 와이드 데님 팬츠 (BLACK),79000,55300,30,https://www.musinsa.com/products/5331629,https://image.msscdn.net/thumbnails/images/goods_img/20250818/5331629/5331629_17579026420899_500.jpg?w=780
여성,19세이하,1개월,전체,세터,리벳 아플리케 포켓 로고 후드 블랙,139000,97300,30,https://www.musinsa.com/products/2870838,https://image.msscdn.net/thumbnails/images/goods_img/20221017/2870838/2870838_17338957959074_500.jpg?w=780
여성,19세이하,1개월,전체,스켈리웩,백 포켓 아일렛 스웨트 팬츠[블랙],59900,37900,37,https://www.musinsa.com/products/5639314,https://image.msscdn.net/thumbnails/images/goods_img/20251024/5639314/5639314_17616308128708_500.jpg?w=780
여성,20-24세,1주,전체,닥터마틴,1461 3홀 빈티지브라운 / 11838201,210000,210000,0,https://www.musinsa.com/products/706935,https://image.msscdn.net/thumbnails/images/goods_img/20180201/706935/706935_4_500.jpg?w=780
