성별,연령대,기간,카테고리,브랜드명,상품명,정상가,할인가,할인율(%),상품URL,이미지URL
남성,19세이하,1주,전체,드로우핏,[패션플래닛X드로우핏] 워시드 크롭 옥스퍼드 셔츠 [5color],55000,49500,10,https://www.musinsa.com/products/5275916,https://image.msscdn.net/thumbnails/images/goods_img/20250728/5275916/5275916_17564335238263_500.jpg?w=780
남성,19세이하,1주,전체,스웨이드,CONTOUR POCKET DENIM [WHITE],72000,64800,10,https://www.musinsa.com/products/5064188,https://image.msscdn.net/thumbnails/images/goods_img/20250424/5064188/5064188_17454967027447_500.jpg?w=780
남성,19세이하,1주,전체,더마일,MILE GARMENTS  SWEAT MTM [BLACK],64000,36900,42,https://www.musinsa.com/products/3578496,https://image.msscdn.net/thumbnails/images/goods_img/20230920/3578496/3578496_17271518404217_500.jpg?w=780
남성,19세이하,1주,전체,밀로 아카이브,크롭 무브 가디건 [네이비],108000,86400,20,https://www.musinsa.com/products/4419823,https://image.msscdn.net/thumbnails/images/goods_img/20240909/4419823/4419823_17259531168323_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,베이식 옥스포드 셔츠 [화이트],33900,32290,5,https://www.musinsa.com/products/728000,https://image.msscdn.net/thumbnails/images/goods_img/20180305/728000/728000_17286256542856_500.jpg?w=780
남성,19세이하,1주,전체,1989스탠다드,BASIC LOGO 후드 (STHSTD-0006),66500,26990,59,https://www.musinsa.com/products/2990504,https://image.msscdn.net/thumbnails/images/goods_img/20221220/2990504/2990504_16947562921813_500.jpg?w=780
남성,19세이하,1주,전체,가까이 유니언즈,원턱 투 라인 와이드 스웨트팬츠 블랙,50000,37500,25,https://www.musinsa.com/products/4343527,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4343527/4343527_17248935778075_500.jpg?w=780
남성,19세이하,1주,전체,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (BLUE),52000,39800,23,https://www.musinsa.com/products/4328686,https://image.msscdn.net/thumbnails/images/goods_img/20240814/4328686/4328686_17249552459456_500.jpg?w=780
남성,19세이하,1주,전체,르아르,에센셜 후디드 라이트 패딩 자켓 (8color),142000,79900,44,https://www.musinsa.com/products/5479465,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5479465/5479465_17587931781985_500.jpg?w=780
남성,19세이하,1주,전체,스켈리웩,[폴라폴리스추가]라인 트레이닝 팬츠[그레이],59000,29990,49,https://www.musinsa.com/products/4556433,https://image.msscdn.net/thumbnails/images/goods_img/20241024/4556433/4556433_17321833077190_500.jpg?w=780
남성,19세이하,1주,전체,트릴리온,울 엘보우 패치 2WAY 해링턴 자켓 (BLACK),119000,99000,17,https://www.musinsa.com/products/3637243,https://image.msscdn.net/thumbnails/images/goods_img/20231018/3637243/3637243_17171437931541_500.jpg?w=780
남성,19세이하,1주,전체,아디다스,오버사이즈 크루 스웨트셔츠 - 블랙 / IZ1829,79000,79000,30,https://www.musinsa.com/products/4258349,https://image.msscdn.net/thumbnails/images/goods_img/20240718/4258349/4258349_17217089623929_500.jpg?w=780
남성,19세이하,1주,전체,노매뉴얼,CROPPED HAIRY KNIT - MARINA,109000,65400,40,https://www.musinsa.com/products/3451265,https://image.msscdn.net/thumbnails/images/goods_img/20230808/3451265/3451265_17237901730960_500.jpg?w=780
남성,19세이하,1주,전체,언탭트 스튜디오,오버핏 케이블 헨리넥 라운드 니트 4Color,49900,34930,30,https://www.musinsa.com/products/5311166,https://image.msscdn.net/thumbnails/images/goods_img/20250811/5311166/5311166_17549219787236_500.jpg?w=780
남성,19세이하,1주,전체,디미트리블랙,2WAY 디트로이트 패딩 자켓_블랙,77700,59900,23,https://www.musinsa.com/products/5478147,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5478147/5478147_17612717782333_500.jpg?w=780
남성,19세이하,1주,전체,스탠다드에러,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 9COLOR,54000,21900,59,https://www.musinsa.com/products/5151941,https://image.msscdn.net/thumbnails/images/goods_img/20250528/5151941/5151941_17633489271866_500.jpg?w=780
남성,19세이하,1주,전체,토피,퍼티그 비조 캔버스 코튼 팬츠 (BROWN),59000,32400,45,https://www.musinsa.com/products/4318326,https://image.msscdn.net/thumbnails/images/goods_img/20240812/4318326/4318326_17255032477103_500.jpg?w=780
남성,19세이하,1주,전체,후러브스아트,[기모 or 논기모] 커브드 와이드 코튼 데님 팬츠 베이지,66000,36300,45,https://www.musinsa.com/products/5354468,https://image.msscdn.net/thumbnails/images/goods_img/20250822/5354468/5354468_17579179698163_500.jpg?w=780
남성,19세이하,1주,전체,라이크더모스트,더즌트 LTMT 오버 후디_블랙,59800,29900,50,https://www.musinsa.com/products/4640818,https://image.msscdn.net/thumbnails/images/goods_img/20241128/4640818/4640818_17327532241019_500.jpg?w=780
남성,19세이하,1주,전체,트릴리온,워셔블 아란 케이블 후드 집업 니트 (CHARCOAL),69000,39990,42,https://www.musinsa.com/products/3640949,https://image.msscdn.net/thumbnails/images/goods_img/20231019/3640949/3640949_17170490257806_500.jpg?w=780
남성,19세이하,1주,전체,스켈리웩,포인트 체크 논페이드 데님 팬츠[브라운],91000,43000,53,https://www.musinsa.com/products/5306798,https://image.msscdn.net/thumbnails/images/goods_img/20250808/5306798/5306798_17560943963976_500.jpg?w=780
남성,19세이하,1주,전체,디미트리블랙,[기모선택] ASI 포시즌 에센셜 스웻 후드 티셔츠_피그먼트 차콜,44500,34990,21,https://www.musinsa.com/products/4288950,https://image.msscdn.net/thumbnails/images/goods_img/20240801/4288950/4288950_17514415750313_500.jpg?w=780
남성,19세이하,1주,전체,세컨모놀로그,[옷미새 미홀 콜라보] 커브드 테이퍼드 배럴 핏 데님 팬츠 [LBLUE]_SEPT072LBLUE,96000,49800,48,https://www.musinsa.com/products/5380287,https://image.msscdn.net/thumbnails/images/goods_img/20250829/5380287/5380287_17582578920622_500.jpg?w=780
남성,19세이하,1주,전체,밀로 아카이브,크롭 무브 가디건 [블랙],108000,86400,20,https://www.musinsa.com/products/3981315,https://image.msscdn.net/thumbnails/images/goods_img/20240322/3981315/3981315_17110720298305_500.jpg?w=780
남성,19세이하,1주,전체,스켈리웩,[폴라폴리스추가]라인 트레이닝 팬츠[블랙],59000,38900,34,https://www.musinsa.com/products/4556432,https://image.msscdn.net/thumbnails/images/goods_img/20241024/4556432/4556432_17321878812316_500.jpg?w=780
남성,19세이하,1주,전체,어나더 아카이브,그래피티 로고 후드티_차콜,49800,32800,34,https://www.musinsa.com/products/4265243,https://image.msscdn.net/thumbnails/images/goods_img/20240722/4265243/4265243_17243381335199_500.jpg?w=780
남성,19세이하,1주,전체,위더로드,WTRD1120 샌드맨 4홀 더비슈즈 카멜 [230~290MM],129000,90300,30,https://www.musinsa.com/products/4870595,https://image.msscdn.net/thumbnails/images/goods_img/20250307/4870595/4870595_17413369517540_500.jpg?w=780
남성,19세이하,1주,전체,어나더 아카이브,2WAY 그래피티 후드 집업_블랙,49800,39800,20,https://www.musinsa.com/products/5231584,https://image.msscdn.net/thumbnails/images/goods_img/20250708/5231584/5231584_17558399946788_500.jpg?w=780
남성,19세이하,1주,전체,밀로 아카이브,리플렉트 커브드 팬츠 [오프 화이트],88000,69000,22,https://www.musinsa.com/products/3076308,https://image.msscdn.net/thumbnails/images/goods_img/20230210/3076308/3076308_16762673426640_500.jpg?w=780
남성,19세이하,1주,전체,꼼파뇨,[기모] mmM 일러스트 타투 후드 헤비오버핏 그레이,72000,33840,53,https://www.musinsa.com/products/693682,https://image.msscdn.net/thumbnails/images/goods_img/20171228/693682/693682_1_500.jpg?w=780
남성,19세이하,1주,전체,시그니처,커브드 트레이닝 팬츠[블랙],49900,27900,44,https://www.musinsa.com/products/5313443,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5313443/5313443_17564380390836_500.jpg?w=780
남성,19세이하,1주,전체,시그니처,[겨울원단추가]더블턱 와이드 트레이닝 팬츠[블랙],49900,29900,40,https://www.musinsa.com/products/4787237,https://image.msscdn.net/thumbnails/images/goods_img/20250213/4787237/4787237_17398505867181_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,레이어드 크루 넥 티셔츠_일반 기장 2팩,33800,25390,25,https://www.musinsa.com/products/2122566,https://image.msscdn.net/thumbnails/images/goods_img/20210910/2122566/2122566_17133406834875_500.jpg?w=780
남성,19세이하,1주,전체,언탭트 스튜디오,소프트 베이직 퍼 플리스 집업 자켓 3color,42800,29960,30,https://www.musinsa.com/products/4447527,https://image.msscdn.net/thumbnails/images/goods_img/20240920/4447527/4447527_17297527898175_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,스웨트셔츠 [블랙],29900,25490,15,https://www.musinsa.com/products/947067,https://image.msscdn.net/thumbnails/images/goods_img/20190201/947067/947067_17641181220326_500.jpg?w=780
남성,19세이하,1주,전체,요세미티,커브드 핀턱 벌룬 스웨트팬츠 브라운 YLP-602,52900,36900,30,https://www.musinsa.com/products/5336600,https://image.msscdn.net/thumbnails/images/goods_img/20250819/5336600/5336600_17562771175052_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,샤기 플리스 집업 재킷 [블랙],29900,28490,5,https://www.musinsa.com/products/1180665,https://image.msscdn.net/thumbnails/images/goods_img/20191008/1180665/1180665_1_500.jpg?w=780
남성,19세이하,1주,전체,낫띵이즈베럴댄미,BAD CAT SWEATSHIRT_oatmeal,72000,46900,35,https://www.musinsa.com/products/3638661,https://image.msscdn.net/thumbnails/images/goods_img/20231018/3638661/3638661_16976253872854_500.jpg?w=780
남성,19세이하,1주,전체,아테즈,카라 오버핏 투웨이 점퍼 [블랙],59000,39900,32,https://www.musinsa.com/products/5460072,https://image.msscdn.net/thumbnails/images/goods_img/20250915/5460072/5460072_17579119264592_500.jpg?w=780
남성,19세이하,1주,전체,어반드레스,Side Big Cargo Pants CAMO,88000,49990,43,https://www.musinsa.com/products/3575430,https://image.msscdn.net/thumbnails/images/goods_img/20230919/3575430/3575430_17421696736376_500.jpg?w=780
남성,19세이하,1주,전체,챔피온,C로고 레귤러핏 후드 티셔츠 Black,69000,58600,15,https://www.musinsa.com/products/5607837,https://image.msscdn.net/thumbnails/images/goods_img/20251017/5607837/5607837_17610196893735_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,후디드 스웨트 집업 [멜란지 그레이],43900,41790,5,https://www.musinsa.com/products/947088,https://image.msscdn.net/thumbnails/images/goods_img/20190201/947088/947088_17217964884017_500.jpg?w=780
남성,19세이하,1주,전체,무드인사이드,미니멀 경량 후디드 패딩 자켓 _9Color,142000,49900,65,https://www.musinsa.com/products/5618059,https://image.msscdn.net/thumbnails/images/goods_img/20251021/5618059/5618059_17629967026861_500.jpg?w=780
남성,19세이하,1주,전체,스웨이드,TWO TUCK LONG PANTS [BROWN],69000,48300,30,https://www.musinsa.com/products/4067377,https://image.msscdn.net/thumbnails/images/goods_img/20240418/4067377/4067377_17272424225708_500.jpg?w=780
남성,19세이하,1주,전체,르아르,에브리데이 커브드 데님 팬츠 [미드 블랙],82000,39900,51,https://www.musinsa.com/products/5425122,https://image.msscdn.net/thumbnails/images/goods_img/20250909/5425122/5425122_17645515841346_500.jpg?w=780
남성,19세이하,1주,전체,르아르,에브리데이 커브드 데님 팬츠 [아이보리],82000,39900,51,https://www.musinsa.com/products/5425123,https://image.msscdn.net/thumbnails/images/goods_img/20250909/5425123/5425123_17645515626186_500.jpg?w=780
남성,19세이하,1주,전체,디미트리블랙,VTG 워시드 시어링 무스탕_블랙,77700,46990,40,https://www.musinsa.com/products/5478133,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5478133/5478133_17591955702057_500.jpg?w=780
남성,19세이하,1주,전체,브렌슨,코지 벌룬핏 원턱 기모 팬츠 ( 6Color ),46200,36900,20,https://www.musinsa.com/products/5647851,https://image.msscdn.net/thumbnails/images/goods_img/20251027/5647851/5647851_17622213210361_500.jpg?w=780
남성,19세이하,1주,전체,도미넌트,Route 66 Hoodie Brown,109000,54500,50,https://www.musinsa.com/products/4343254,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4343254/4343254_17283550827088_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,울 블렌드 오버사이즈 더플 코트 [네이비],179900,170990,5,https://www.musinsa.com/products/3405552,https://image.msscdn.net/thumbnails/images/goods_img/20230712/3405552/3405552_17364971561413_500.jpg?w=780
남성,19세이하,1주,전체,무드인사이드,소노 케이블 헨리넥 니트_4Color,89900,39900,56,https://www.musinsa.com/products/4505538,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4505538/4505538_17576428243984_500.jpg?w=780
남성,19세이하,1주,전체,토피,헤이즈 워시드 와이드 데님 팬츠 (SMOKE BLACK),69000,28600,59,https://www.musinsa.com/products/3698618,https://image.msscdn.net/thumbnails/images/goods_img/20231109/3698618/3698618_17055402081042_500.jpg?w=780
남성,19세이하,1주,전체,르아르,에센셜 후디드 라이트 패딩 자켓 [카키],142000,79900,44,https://www.musinsa.com/products/5425133,https://image.msscdn.net/thumbnails/images/goods_img/20250909/5425133/5425133_17645633666768_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,라이트웨이트 크루 삭스 10팩 [화이트/블랙],27900,26590,5,https://www.musinsa.com/products/1986031,https://image.msscdn.net/thumbnails/images/goods_img/20210607/1986031/1986031_17138479394138_500.jpg?w=780
남성,19세이하,1주,전체,디미트리블랙,피그먼트 트랙 니트 후드 집업_피그먼트 차콜,55500,39990,28,https://www.musinsa.com/products/5478151,https://image.msscdn.net/thumbnails/images/goods_img/20250917/5478151/5478151_17592977270545_500.jpg?w=780
남성,19세이하,1주,전체,테이크이지,[2PACK] 울 크롭 니트 연차콜 (+솔리드 크롭 티셔츠 증정),59000,39900,32,https://www.musinsa.com/products/5395169,https://image.msscdn.net/thumbnails/images/goods_img/20250903/5395169/5395169_17576402155339_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,[힛탠다드] 맨즈 타이즈_이너 웨어 [블랙],13900,13290,4,https://www.musinsa.com/products/1595638,https://image.msscdn.net/thumbnails/images/goods_img/20200910/1595638/1595638_17615301937232_500.jpg?w=780
남성,19세이하,1주,전체,더콜디스트모먼트,TCM starfish sweat pants (black),98000,88200,10,https://www.musinsa.com/products/4483611,https://image.msscdn.net/thumbnails/images/goods_img/20241002/4483611/4483611_17306794095498_500.jpg?w=780
남성,19세이하,1주,전체,오브제,내추럴 커버 파운데이션 + 올인원 쿨 픽싱 미스트 30ml 증정,46000,33900,26,https://www.musinsa.com/products/2307295,https://image.msscdn.net/thumbnails/images/goods_img/20220113/2307295/2307295_17633460944360_500.jpg?w=780
남성,19세이하,1주,전체,요세미티,커브드 핀턱 벌룬 스웨트팬츠 그레이 YLP-602,52900,36900,30,https://www.musinsa.com/products/5336604,https://image.msscdn.net/thumbnails/images/goods_img/20250819/5336604/5336604_17562771316717_500.jpg?w=780
남성,19세이하,1주,전체,엘리메노,EL 데이지 ver2 후드티셔츠 3Color,54000,33500,38,https://www.musinsa.com/products/5386349,https://image.msscdn.net/thumbnails/images/goods_img/20250901/5386349/5386349_17567297087705_500.jpg?w=780
남성,19세이하,1주,전체,트릴리온,와플 링 스냅 헨리넥 롱 슬리브 [블랙],38000,27990,26,https://www.musinsa.com/products/4757913,https://image.msscdn.net/thumbnails/images/goods_img/20250204/4757913/4757913_17388174210742_500.jpg?w=780
남성,19세이하,1주,전체,알리스,스트라이프 코튼 크롭 헨리넥 니트 [멜란지차콜],66000,58740,11,https://www.musinsa.com/products/5324321,https://image.msscdn.net/thumbnails/images/goods_img/20250814/5324321/5324321_17556580062878_500.jpg?w=780
남성,19세이하,1주,전체,에프씨엠엠,에어라이트 경량 패딩 자켓 3color,139000,89000,36,https://www.musinsa.com/products/5395921,https://image.msscdn.net/thumbnails/images/goods_img/20250903/5395921/5395921_17579209942843_500.jpg?w=780
남성,19세이하,1주,전체,도미넌트,Route 66 Hoodie Navy,109000,54500,50,https://www.musinsa.com/products/4343248,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4343248/4343248_17298423159192_500.jpg?w=780
남성,19세이하,1주,전체,꼼파뇨,레터링 타투 후드 기모 블랙,72000,48240,33,https://www.musinsa.com/products/421550,https://image.msscdn.net/thumbnails/images/goods_img/20160930/421550/421550_3_500.jpg?w=780
남성,19세이하,1주,전체,음,기모추가 사이드 버튼스냅 벌룬와이드 스웨트팬츠 3COLOR,69800,45800,34,https://www.musinsa.com/products/4517755,https://image.msscdn.net/thumbnails/images/goods_img/20241015/4517755/4517755_17289586292720_500.jpg?w=780
남성,19세이하,1주,전체,아디다스,파이어버드 트랙탑 - 블랙 / IJ7058,119000,106990,10,https://www.musinsa.com/products/3563185,https://image.msscdn.net/thumbnails/images/goods_img/20230915/3563185/3563185_16950017775747_500.jpg?w=780
남성,19세이하,1주,전체,에이카화이트,EVERYDAY AECA CLOVER SWEAT SHIRTS-BLACK,69000,55200,20,https://www.musinsa.com/products/3095051,https://image.msscdn.net/thumbnails/images/goods_img/20230220/3095051/3095051_17640350112084_500.jpg?w=780
남성,19세이하,1주,전체,브렌슨,베이직 긴팔티셔츠 4종 ( 5Color ),24900,16990,32,https://www.musinsa.com/products/404474,https://image.msscdn.net/thumbnails/images/goods_img/20160902/404474/404474_17495228402434_500.jpg?w=780
남성,19세이하,1주,전체,블론드나인,크루넥 리브 니트 스웨터_블랙,65600,29600,55,https://www.musinsa.com/products/1710327,https://image.msscdn.net/thumbnails/images/goods_img/20201202/1710327/1710327_1_500.jpg?w=780
남성,19세이하,1주,전체,아디다스,토바코 - 브라운 / JP9651,149000,133990,10,https://www.musinsa.com/products/4923314,https://image.msscdn.net/thumbnails/images/goods_img/20250320/4923314/4923314_17428832354919_500.jpg?w=780
남성,19세이하,1주,전체,챔브로스,커브드 벌룬 코튼 데님팬츠[블랙],55000,36300,34,https://www.musinsa.com/products/5414355,https://image.msscdn.net/thumbnails/images/goods_img/20250908/5414355/5414355_17572945297693_500.jpg?w=780
남성,19세이하,1주,전체,오실롯,D19 (기모) 스트레이트 사이드핀턱 벌룬 스웨트 팬츠 (브라운),49800,29880,40,https://www.musinsa.com/products/5735604,https://image.msscdn.net/thumbnails/images/goods_img/20251114/5735604/5735604_17630984739249_500.jpg?w=780
남성,19세이하,1주,전체,식스핏,[오정규 x 식스핏] NORM WALLABEE 왈라비,109000,54900,50,https://www.musinsa.com/products/3633649,https://image.msscdn.net/thumbnails/images/goods_img/20231017/3633649/3633649_16983021408632_500.jpg?w=780
남성,19세이하,1주,전체,시그니처,커브드 트레이닝 팬츠[브라운],49900,29900,40,https://www.musinsa.com/products/5313445,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5313445/5313445_17564380987712_500.jpg?w=780
남성,19세이하,1주,전체,1989스탠다드,1989 자수 후드 (STHSTD-0025),78000,50700,35,https://www.musinsa.com/products/2990438,https://image.msscdn.net/thumbnails/images/goods_img/20221220/2990438/2990438_16928435614109_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,사피아노 레더 반지갑 [블랙],49900,47490,5,https://www.musinsa.com/products/1867755,https://image.msscdn.net/thumbnails/images/goods_img/20210329/1867755/1867755_17139348032116_500.jpg?w=780
남성,19세이하,1주,전체,스켈리웩,88 크롭 후드 집업[카모],79900,49900,38,https://www.musinsa.com/products/5306830,https://image.msscdn.net/thumbnails/images/goods_img/20250808/5306830/5306830_17558532221286_500.jpg?w=780
남성,19세이하,1주,전체,브렌슨,오버핏 1:1 스트라이프 긴팔티 ( 5Color ),27400,21900,20,https://www.musinsa.com/products/4886457,https://image.msscdn.net/thumbnails/images/goods_img/20250312/4886457/4886457_17629959457223_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,빅 브러쉬 엑스트라 와이드 데님 팬츠 [러스티 블루],56900,54090,5,https://www.musinsa.com/products/3859521,https://image.msscdn.net/thumbnails/images/goods_img/20240208/3859521/3859521_17115946344528_500.jpg?w=780
남성,19세이하,1주,전체,무센트,위어 사이드 버튼 스웻 팬츠 남녀공용 (4컬러),83000,49900,40,https://www.musinsa.com/products/4660310,https://image.msscdn.net/thumbnails/images/goods_img/20241211/4660310/4660310_17580040989165_500.jpg?w=780
남성,19세이하,1주,전체,무신사 스탠다드,데일리 푸퍼 숏 패딩 재킷 [라이트 베이지],69900,62290,11,https://www.musinsa.com/products/3378520,https://image.msscdn.net/thumbnails/images/goods_img/20230622/3378520/3378520_17297552050290_500.jpg?w=780
남성,19세이하,1주,전체,시그니처,투웨이 크롭 후드 집업[블랙],65000,43000,34,https://www.musinsa.com/products/5314395,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5314395/5314395_17564345544197_500.jpg?w=780
남성,19세이하,1주,전체,필루미네이트,오버핏 심볼 로고 후드 패딩-블랙,89000,69900,21,https://www.musinsa.com/products/3616470,https://image.msscdn.net/thumbnails/images/goods_img/20231011/3616470/3616470_17156627056756_500.jpg?w=780
남성,19세이하,1주,전체,언탭트 스튜디오,오버핏 2WAY 아란 케이블 니트 후드집업 5Color,65500,45850,30,https://www.musinsa.com/products/5311338,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5311338/5311338_17549862795780_500.jpg?w=780
남성,19세이하,1주,전체,와르,[-6cm 숏버전 추가] M194 와이드 데님 팬츠_블랙,119000,47900,60,https://www.musinsa.com/products/3125211,https://image.msscdn.net/thumbnails/images/goods_img/20230306/3125211/3125211_17286060280812_500.jpg?w=780
남성,19세이하,1주,전체,9999아카이브,Linking Flower Jacquard Beanie,39000,31200,20,https://www.musinsa.com/products/5114638,https://image.msscdn.net/thumbnails/images/goods_img/20250515/5114638/5114638_17484130000178_500.jpg?w=780
남성,19세이하,1주,전체,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (BLACK),52000,43000,17,https://www.musinsa.com/products/4328688,https://image.msscdn.net/thumbnails/images/goods_img/20240814/4328688/4328688_17249553996228_500.jpg?w=780
남성,19세이하,1주,전체,테이크이지,빈티지 오버 듀플린 체크 셔츠 (차콜),49000,29400,40,https://www.musinsa.com/products/4425073,https://image.msscdn.net/thumbnails/images/goods_img/20240910/4425073/4425073_17273390280319_500.jpg?w=780
남성,19세이하,1주,전체,에프씨엠엠 스포츠,바라클라바 플리스 풀오버 후디 3color,99000,79200,20,https://www.musinsa.com/products/5443207,https://image.msscdn.net/thumbnails/images/goods_img/20250911/5443207/5443207_17582600800124_500.jpg?w=780
남성,19세이하,1주,전체,메종미네드,BUCKLE STRAP HOBO BAG,99000,74250,25,https://www.musinsa.com/products/1842449,https://image.msscdn.net/thumbnails/images/goods_img/20210312/1842449/1842449_17411373480194_500.jpg?w=780
남성,19세이하,1주,전체,시그니처,사이드 딥 원턱 슬랙스[블랙스트라이프],59900,35900,40,https://www.musinsa.com/products/5313563,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5313563/5313563_17579017532113_500.jpg?w=780
남성,19세이하,1주,전체,리끌로우,RC B019 BLACK GLASS,29000,19900,31,https://www.musinsa.com/products/1515680,https://image.msscdn.net/thumbnails/images/goods_img/20200715/1515680/1515680_16975932356396_500.jpg?w=780
남성,19세이하,1주,전체,데상트,크레이프 베이지(SQ323LCR94),169000,169000,5,https://www.musinsa.com/products/4344735,https://image.msscdn.net/thumbnails/images/goods_img/20240820/4344735/4344735_17569612410395_500.jpg?w=780
남성,19세이하,1주,전체,리메인세컨드,[2PACK] 원턱 와이드 스웨트 팬츠_3COLOR,50600,27800,45,https://www.musinsa.com/products/4059183,https://image.msscdn.net/thumbnails/images/goods_img/20240416/4059183/4059183_17514186754926_500.jpg?w=780
남성,19세이하,1주,전체,필루미네이트,데미지 워시드 데님 팬츠-블루,53000,34900,34,https://www.musinsa.com/products/4095002,https://image.msscdn.net/thumbnails/images/goods_img/20240429/4095002/4095002_17466854443470_500.jpg?w=780
남성,19세이하,1주,전체,에이카화이트,EVERYDAY AECA CLOVER SWEAT SHIRTS-GREY,69000,55200,20,https://www.musinsa.com/products/3095066,https://image.msscdn.net/thumbnails/images/goods_img/20230220/3095066/3095066_17240602358535_500.jpg?w=780
남성,19세이하,1주,전체,디미트리블랙,에센셜 페이드 워싱 커브드 팬츠_데님 더스트 인디고,37700,29990,20,https://www.musinsa.com/products/5367979,https://image.msscdn.net/thumbnails/images/goods_img/20250827/5367979/5367979_17564455508058_500.jpg?w=780
남성,19세이하,1주,전체,언더오프,와이드 핀턱 더블 라인 트랙 팬츠 블랙,39900,31900,20,https://www.musinsa.com/products/5045741,https://image.msscdn.net/thumbnails/images/goods_img/20250421/5045741/5045741_17452004262723_500.jpg?w=780
남성,19세이하,1개월,전체,어나더 아카이브,그래피티 로고 후드티_블랙,49800,32800,34,https://www.musinsa.com/products/4265231,https://image.msscdn.net/thumbnails/images/goods_img/20240722/4265231/4265231_17243382305193_500.jpg?w=780
남성,19세이하,1개월,전체,고스트리퍼블릭,커브드 벌룬 다트 데님팬츠 GLP-648_더스트블랙,57000,36900,35,https://www.musinsa.com/products/5308436,https://image.msscdn.net/thumbnails/images/goods_img/20250811/5308436/5308436_17560982159881_500.jpg?w=780
남성,19세이하,1개월,전체,언탭트 스튜디오,오버핏 케이블 헨리넥 라운드 니트 4Color,49900,34930,30,https://www.musinsa.com/products/5311166,https://image.msscdn.net/thumbnails/images/goods_img/20250811/5311166/5311166_17549219787236_500.jpg?w=780
남성,19세이하,1개월,전체,트릴리온,워셔블 하프 집업 카라넥 하찌 니트_3color,49000,35900,27,https://www.musinsa.com/products/2775713,https://image.msscdn.net/thumbnails/images/goods_img/20220906/2775713/2775713_17587784648178_500.jpg?w=780
남성,19세이하,1개월,전체,세인트페인,SP 팀 로고 후드-멜란지 그레이,85000,42500,50,https://www.musinsa.com/products/2759813,https://image.msscdn.net/thumbnails/images/goods_img/20220831/2759813/2759813_1_500.jpg?w=780
남성,19세이하,1개월,전체,음,기모추가 사이드 버튼스냅 벌룬와이드 스웨트팬츠 3COLOR,69800,45800,34,https://www.musinsa.com/products/4517755,https://image.msscdn.net/thumbnails/images/goods_img/20241015/4517755/4517755_17289586292720_500.jpg?w=780
남성,19세이하,1개월,전체,가까이 유니언즈,원턱 투 라인 와이드 스웨트팬츠 블랙,50000,37500,25,https://www.musinsa.com/products/4343527,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4343527/4343527_17248935778075_500.jpg?w=780
남성,19세이하,1개월,전체,무드인사이드,노먼 브러쉬 노르딕 니트_6Color,79900,45900,43,https://www.musinsa.com/products/4694638,https://image.msscdn.net/thumbnails/images/goods_img/20250102/4694638/4694638_17636002404524_500.jpg?w=780
남성,19세이하,1개월,전체,도프제이슨,미니멀 스퀘어 하드레더 벨트,42000,29800,29,https://www.musinsa.com/products/1961481,https://image.msscdn.net/thumbnails/images/goods_img/20210521/1961481/1961481_17152350280282_500.jpg?w=780
남성,19세이하,1개월,전체,디스이즈네버댓,T-Logo Crewneck Navy,99000,79200,20,https://www.musinsa.com/products/5350032,https://image.msscdn.net/thumbnails/images/goods_img/20250821/5350032/5350032_17562605422835_500.jpg?w=780
남성,19세이하,1개월,전체,스탠다드에러,87-STAN047 벌룬핏 워싱 와이드 데님팬츠 빈티지 블랙,54000,27900,48,https://www.musinsa.com/products/3902778,https://image.msscdn.net/thumbnails/images/goods_img/20240227/3902778/3902778_17633490803803_500.jpg?w=780
남성,19세이하,1개월,전체,토피,퍼티그 비조 캔버스 코튼 팬츠 (BROWN),59000,32400,45,https://www.musinsa.com/products/4318326,https://image.msscdn.net/thumbnails/images/goods_img/20240812/4318326/4318326_17255032477103_500.jpg?w=780
